logkpl,Compound,SMILES,Texpi,ALogp2,nAcid,nAromBond,ATSc2,ATSc3,ATSc4,ATSc5,ATSm1,BCUTw-1l,BCUTw-1h,BCUTc-1l,BCUTc-1h,BCUTp-1l,BCUTp-1h,nBase,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,SC-4,FMF,nHBAcc,nHBDon,HybRatio,JPLogP,Kier2,Kier3,khs.sLi,khs.ssBe,khs.ssBH,khs.sssB,khs.sCH3,khs.dCH2,khs.ssCH2,khs.tCH,khs.dsCH,khs.aaCH,khs.sssCH,khs.ddC,khs.dssC,khs.aasC,khs.aaaC,khs.sNH3,khs.sNH2,khs.ssNH2,khs.dNH,khs.ssNH,khs.aaNH,khs.tN,khs.dsN,khs.aaN,khs.sssN,khs.ddsN,khs.aasN,khs.ssssN,khs.sOH,khs.dO,khs.ssO,khs.aaO,khs.sF,khs.sSiH3,khs.ssSiH2,khs.sssSiH,khs.ssssSi,khs.sPH2,khs.ssPH,khs.sssP,khs.dsssP,khs.sssssP,khs.sSH,khs.dS,khs.ssS,khs.aaS,khs.dssS,khs.ddssS,khs.sCl,khs.sGeH3,khs.ssGeH2,khs.sssGeH,khs.ssssGe,khs.sAsH2,khs.ssAsH,khs.sssAs,khs.sssdAs,khs.sssssAs,khs.sSeH,khs.dSe,khs.ssSe,khs.aaSe,khs.dssSe,khs.ddssSe,khs.sBr,khs.sSnH3,khs.ssSnH2,khs.sssSnH,khs.ssssSn,khs.sPbH3,khs.ssPbH2,khs.sssPbH,khs.ssssPb,nAtomLC,nAtomP,nAtomLAC,MDEC-11,MDEC-12,MDEC-13,MDEC-14,MDEC-22,MDEC-33,MDEC-34,MDEC-44,MDEO-11,MDEO-12,MDEO-22,MDEN-11,MDEN-12,MDEN-13,MDEN-22,MDEN-23,MDEN-33,MLogP,topoShape,nRotB,LipinskiFailures,nAromRings,nRingBlocks,nAromBlocks,nRings3,nRings4,nRings5,nRings6,nRings7,nRings8,nRings9,TopoPSA,VAdjMat,WTPT-2,WTPT-3,WTPT-4,WTPT-5,WPATH,XLogP,Zagreb
-2.49,Corticosterone,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C)O,300,3.811865759999999,0,0,-0.1066251558315651,-0.1493701573506289,0.0745382165532771,0.0335310145000958,28.097876142163784,11.715771025565338,16.007649860834032,-0.4208495728358818,0.3328205648590076,4.472838827163366,12.670727896242823,0,0,0,3,1,3,8,0.2357022603955158,0.3090909090909091,4,2,0.8095238095238095,2.8182560252680164,6.269629629629629,2.587658721318779,0,0,0,0,2,0,8,0,1,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.1666666666666666,4.439191750381925,4.574516361730896,1.788854381999832,9.15236923260434,9.050330552353277,6.788339317661063,0.25,0.8586394358205235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,1.0,2,0,0,1,0,0,0,1,3,0,0,0,74.60000000000001,5.807354922057604,2.048491868907839,10.040739157761111,10.040739157761111,0.0,1305.0,1.7039999999999995,146.0
-2.33,Corticosterone,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C)O,300,3.811865759999999,0,0,-0.1066251558315651,-0.1493701573506289,0.0745382165532771,0.0335310145000958,28.097876142163784,11.715771025565338,16.007649860834032,-0.4208495728358818,0.3328205648590076,4.472838827163366,12.670727896242823,0,0,0,3,1,3,8,0.2357022603955158,0.3090909090909091,4,2,0.8095238095238095,2.8182560252680164,6.269629629629629,2.587658721318779,0,0,0,0,2,0,8,0,1,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.1666666666666666,4.439191750381925,4.574516361730896,1.788854381999832,9.15236923260434,9.050330552353277,6.788339317661063,0.25,0.8586394358205235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,1.0,2,0,0,1,0,0,0,1,3,0,0,0,74.60000000000001,5.807354922057604,2.048491868907839,10.040739157761111,10.040739157761111,0.0,1305.0,1.7039999999999995,146.0
-2.21,Corticosterone,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C)O,300,3.811865759999999,0,0,-0.1066251558315651,-0.1493701573506289,0.0745382165532771,0.0335310145000958,28.097876142163784,11.715771025565338,16.007649860834032,-0.4208495728358818,0.3328205648590076,4.472838827163366,12.670727896242823,0,0,0,3,1,3,8,0.2357022603955158,0.3090909090909091,4,2,0.8095238095238095,2.8182560252680164,6.269629629629629,2.587658721318779,0,0,0,0,2,0,8,0,1,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.1666666666666666,4.439191750381925,4.574516361730896,1.788854381999832,9.15236923260434,9.050330552353277,6.788339317661063,0.25,0.8586394358205235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,1.0,2,0,0,1,0,0,0,1,3,0,0,0,74.60000000000001,5.807354922057604,2.048491868907839,10.040739157761111,10.040739157761111,0.0,1305.0,1.7039999999999995,146.0
-2.2,Corticosterone,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C)O,300,3.811865759999999,0,0,-0.1066251558315651,-0.1493701573506289,0.0745382165532771,0.0335310145000958,28.097876142163784,11.715771025565338,16.007649860834032,-0.4208495728358818,0.3328205648590076,4.472838827163366,12.670727896242823,0,0,0,3,1,3,8,0.2357022603955158,0.3090909090909091,4,2,0.8095238095238095,2.8182560252680164,6.269629629629629,2.587658721318779,0,0,0,0,2,0,8,0,1,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.1666666666666666,4.439191750381925,4.574516361730896,1.788854381999832,9.15236923260434,9.050330552353277,6.788339317661063,0.25,0.8586394358205235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,1.0,2,0,0,1,0,0,0,1,3,0,0,0,74.60000000000001,5.807354922057604,2.048491868907839,10.040739157761111,10.040739157761111,0.0,1305.0,1.7039999999999995,146.0
-2.13,Corticosterone,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C)O,300,3.811865759999999,0,0,-0.1066251558315651,-0.1493701573506289,0.0745382165532771,0.0335310145000958,28.097876142163784,11.715771025565338,16.007649860834032,-0.4208495728358818,0.3328205648590076,4.472838827163366,12.670727896242823,0,0,0,3,1,3,8,0.2357022603955158,0.3090909090909091,4,2,0.8095238095238095,2.8182560252680164,6.269629629629629,2.587658721318779,0,0,0,0,2,0,8,0,1,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.1666666666666666,4.439191750381925,4.574516361730896,1.788854381999832,9.15236923260434,9.050330552353277,6.788339317661063,0.25,0.8586394358205235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,1.0,2,0,0,1,0,0,0,1,3,0,0,0,74.60000000000001,5.807354922057604,2.048491868907839,10.040739157761111,10.040739157761111,0.0,1305.0,1.7039999999999995,146.0
-2.93,Corticosterone,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C)O,300,3.811865759999999,0,0,-0.1066251558315651,-0.1493701573506289,0.0745382165532771,0.0335310145000958,28.097876142163784,11.715771025565338,16.007649860834032,-0.4208495728358818,0.3328205648590076,4.472838827163366,12.670727896242823,0,0,0,3,1,3,8,0.2357022603955158,0.3090909090909091,4,2,0.8095238095238095,2.8182560252680164,6.269629629629629,2.587658721318779,0,0,0,0,2,0,8,0,1,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.1666666666666666,4.439191750381925,4.574516361730896,1.788854381999832,9.15236923260434,9.050330552353277,6.788339317661063,0.25,0.8586394358205235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,1.0,2,0,0,1,0,0,0,1,3,0,0,0,74.60000000000001,5.807354922057604,2.048491868907839,10.040739157761111,10.040739157761111,0.0,1305.0,1.7039999999999995,146.0
-2.67,Corticosterone,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C)O,300,3.811865759999999,0,0,-0.1066251558315651,-0.1493701573506289,0.0745382165532771,0.0335310145000958,28.097876142163784,11.715771025565338,16.007649860834032,-0.4208495728358818,0.3328205648590076,4.472838827163366,12.670727896242823,0,0,0,3,1,3,8,0.2357022603955158,0.3090909090909091,4,2,0.8095238095238095,2.8182560252680164,6.269629629629629,2.587658721318779,0,0,0,0,2,0,8,0,1,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.1666666666666666,4.439191750381925,4.574516361730896,1.788854381999832,9.15236923260434,9.050330552353277,6.788339317661063,0.25,0.8586394358205235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,1.0,2,0,0,1,0,0,0,1,3,0,0,0,74.60000000000001,5.807354922057604,2.048491868907839,10.040739157761111,10.040739157761111,0.0,1305.0,1.7039999999999995,146.0
-2.39,Corticosterone,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C)O,300,3.811865759999999,0,0,-0.1066251558315651,-0.1493701573506289,0.0745382165532771,0.0335310145000958,28.097876142163784,11.715771025565338,16.007649860834032,-0.4208495728358818,0.3328205648590076,4.472838827163366,12.670727896242823,0,0,0,3,1,3,8,0.2357022603955158,0.3090909090909091,4,2,0.8095238095238095,2.8182560252680164,6.269629629629629,2.587658721318779,0,0,0,0,2,0,8,0,1,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.1666666666666666,4.439191750381925,4.574516361730896,1.788854381999832,9.15236923260434,9.050330552353277,6.788339317661063,0.25,0.8586394358205235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,1.0,2,0,0,1,0,0,0,1,3,0,0,0,74.60000000000001,5.807354922057604,2.048491868907839,10.040739157761111,10.040739157761111,0.0,1305.0,1.7039999999999995,146.0
-2.37,Corticosterone,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C)O,300,3.811865759999999,0,0,-0.1066251558315651,-0.1493701573506289,0.0745382165532771,0.0335310145000958,28.097876142163784,11.715771025565338,16.007649860834032,-0.4208495728358818,0.3328205648590076,4.472838827163366,12.670727896242823,0,0,0,3,1,3,8,0.2357022603955158,0.3090909090909091,4,2,0.8095238095238095,2.8182560252680164,6.269629629629629,2.587658721318779,0,0,0,0,2,0,8,0,1,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.1666666666666666,4.439191750381925,4.574516361730896,1.788854381999832,9.15236923260434,9.050330552353277,6.788339317661063,0.25,0.8586394358205235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,1.0,2,0,0,1,0,0,0,1,3,0,0,0,74.60000000000001,5.807354922057604,2.048491868907839,10.040739157761111,10.040739157761111,0.0,1305.0,1.7039999999999995,146.0
-2.16,Corticosterone,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C)O,300,3.811865759999999,0,0,-0.1066251558315651,-0.1493701573506289,0.0745382165532771,0.0335310145000958,28.097876142163784,11.715771025565338,16.007649860834032,-0.4208495728358818,0.3328205648590076,4.472838827163366,12.670727896242823,0,0,0,3,1,3,8,0.2357022603955158,0.3090909090909091,4,2,0.8095238095238095,2.8182560252680164,6.269629629629629,2.587658721318779,0,0,0,0,2,0,8,0,1,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.1666666666666666,4.439191750381925,4.574516361730896,1.788854381999832,9.15236923260434,9.050330552353277,6.788339317661063,0.25,0.8586394358205235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,1.0,2,0,0,1,0,0,0,1,3,0,0,0,74.60000000000001,5.807354922057604,2.048491868907839,10.040739157761111,10.040739157761111,0.0,1305.0,1.7039999999999995,146.0
-1.9,Corticosterone,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C)O,300,3.811865759999999,0,0,-0.1066251558315651,-0.1493701573506289,0.0745382165532771,0.0335310145000958,28.097876142163784,11.715771025565338,16.007649860834032,-0.4208495728358818,0.3328205648590076,4.472838827163366,12.670727896242823,0,0,0,3,1,3,8,0.2357022603955158,0.3090909090909091,4,2,0.8095238095238095,2.8182560252680164,6.269629629629629,2.587658721318779,0,0,0,0,2,0,8,0,1,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.1666666666666666,4.439191750381925,4.574516361730896,1.788854381999832,9.15236923260434,9.050330552353277,6.788339317661063,0.25,0.8586394358205235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,1.0,2,0,0,1,0,0,0,1,3,0,0,0,74.60000000000001,5.807354922057604,2.048491868907839,10.040739157761111,10.040739157761111,0.0,1305.0,1.7039999999999995,146.0
-1.68,Corticosterone,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C)O,300,3.811865759999999,0,0,-0.1066251558315651,-0.1493701573506289,0.0745382165532771,0.0335310145000958,28.097876142163784,11.715771025565338,16.007649860834032,-0.4208495728358818,0.3328205648590076,4.472838827163366,12.670727896242823,0,0,0,3,1,3,8,0.2357022603955158,0.3090909090909091,4,2,0.8095238095238095,2.8182560252680164,6.269629629629629,2.587658721318779,0,0,0,0,2,0,8,0,1,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.1666666666666666,4.439191750381925,4.574516361730896,1.788854381999832,9.15236923260434,9.050330552353277,6.788339317661063,0.25,0.8586394358205235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,1.0,2,0,0,1,0,0,0,1,3,0,0,0,74.60000000000001,5.807354922057604,2.048491868907839,10.040739157761111,10.040739157761111,0.0,1305.0,1.7039999999999995,146.0
-2.29,Corticosterone,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C)O,300,3.811865759999999,0,0,-0.1066251558315651,-0.1493701573506289,0.0745382165532771,0.0335310145000958,28.097876142163784,11.715771025565338,16.007649860834032,-0.4208495728358818,0.3328205648590076,4.472838827163366,12.670727896242823,0,0,0,3,1,3,8,0.2357022603955158,0.3090909090909091,4,2,0.8095238095238095,2.8182560252680164,6.269629629629629,2.587658721318779,0,0,0,0,2,0,8,0,1,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.1666666666666666,4.439191750381925,4.574516361730896,1.788854381999832,9.15236923260434,9.050330552353277,6.788339317661063,0.25,0.8586394358205235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,1.0,2,0,0,1,0,0,0,1,3,0,0,0,74.60000000000001,5.807354922057604,2.048491868907839,10.040739157761111,10.040739157761111,0.0,1305.0,1.7039999999999995,146.0
-2.03,Corticosterone,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C)O,300,3.811865759999999,0,0,-0.1066251558315651,-0.1493701573506289,0.0745382165532771,0.0335310145000958,28.097876142163784,11.715771025565338,16.007649860834032,-0.4208495728358818,0.3328205648590076,4.472838827163366,12.670727896242823,0,0,0,3,1,3,8,0.2357022603955158,0.3090909090909091,4,2,0.8095238095238095,2.8182560252680164,6.269629629629629,2.587658721318779,0,0,0,0,2,0,8,0,1,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.1666666666666666,4.439191750381925,4.574516361730896,1.788854381999832,9.15236923260434,9.050330552353277,6.788339317661063,0.25,0.8586394358205235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,1.0,2,0,0,1,0,0,0,1,3,0,0,0,74.60000000000001,5.807354922057604,2.048491868907839,10.040739157761111,10.040739157761111,0.0,1305.0,1.7039999999999995,146.0
-1.71,Corticosterone,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C)O,300,3.811865759999999,0,0,-0.1066251558315651,-0.1493701573506289,0.0745382165532771,0.0335310145000958,28.097876142163784,11.715771025565338,16.007649860834032,-0.4208495728358818,0.3328205648590076,4.472838827163366,12.670727896242823,0,0,0,3,1,3,8,0.2357022603955158,0.3090909090909091,4,2,0.8095238095238095,2.8182560252680164,6.269629629629629,2.587658721318779,0,0,0,0,2,0,8,0,1,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.1666666666666666,4.439191750381925,4.574516361730896,1.788854381999832,9.15236923260434,9.050330552353277,6.788339317661063,0.25,0.8586394358205235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,1.0,2,0,0,1,0,0,0,1,3,0,0,0,74.60000000000001,5.807354922057604,2.048491868907839,10.040739157761111,10.040739157761111,0.0,1305.0,1.7039999999999995,146.0
-4.0,Corticosterone,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C)O,300,3.811865759999999,0,0,-0.1066251558315651,-0.1493701573506289,0.0745382165532771,0.0335310145000958,28.097876142163784,11.715771025565338,16.007649860834032,-0.4208495728358818,0.3328205648590076,4.472838827163366,12.670727896242823,0,0,0,3,1,3,8,0.2357022603955158,0.3090909090909091,4,2,0.8095238095238095,2.8182560252680164,6.269629629629629,2.587658721318779,0,0,0,0,2,0,8,0,1,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.1666666666666666,4.439191750381925,4.574516361730896,1.788854381999832,9.15236923260434,9.050330552353277,6.788339317661063,0.25,0.8586394358205235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,1.0,2,0,0,1,0,0,0,1,3,0,0,0,74.60000000000001,5.807354922057604,2.048491868907839,10.040739157761111,10.040739157761111,0.0,1305.0,1.7039999999999995,146.0
-3.23,Corticosterone,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C)O,300,3.811865759999999,0,0,-0.1066251558315651,-0.1493701573506289,0.0745382165532771,0.0335310145000958,28.097876142163784,11.715771025565338,16.007649860834032,-0.4208495728358818,0.3328205648590076,4.472838827163366,12.670727896242823,0,0,0,3,1,3,8,0.2357022603955158,0.3090909090909091,4,2,0.8095238095238095,2.8182560252680164,6.269629629629629,2.587658721318779,0,0,0,0,2,0,8,0,1,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.1666666666666666,4.439191750381925,4.574516361730896,1.788854381999832,9.15236923260434,9.050330552353277,6.788339317661063,0.25,0.8586394358205235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,1.0,2,0,0,1,0,0,0,1,3,0,0,0,74.60000000000001,5.807354922057604,2.048491868907839,10.040739157761111,10.040739157761111,0.0,1305.0,1.7039999999999995,146.0
-3.33,Corticosterone,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C)O,300,3.811865759999999,0,0,-0.1066251558315651,-0.1493701573506289,0.0745382165532771,0.0335310145000958,28.097876142163784,11.715771025565338,16.007649860834032,-0.4208495728358818,0.3328205648590076,4.472838827163366,12.670727896242823,0,0,0,3,1,3,8,0.2357022603955158,0.3090909090909091,4,2,0.8095238095238095,2.8182560252680164,6.269629629629629,2.587658721318779,0,0,0,0,2,0,8,0,1,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.1666666666666666,4.439191750381925,4.574516361730896,1.788854381999832,9.15236923260434,9.050330552353277,6.788339317661063,0.25,0.8586394358205235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,1.0,2,0,0,1,0,0,0,1,3,0,0,0,74.60000000000001,5.807354922057604,2.048491868907839,10.040739157761111,10.040739157761111,0.0,1305.0,1.7039999999999995,146.0
-4.24,Aldosterone,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C=O)O,298,1.2499240000000018,0,0,-0.1428134122310245,-0.1240630475584953,0.1029241832163824,-0.1296114533354548,29.87234517770473,11.715807703554685,16.008923900210082,-0.4207915351812806,0.3396398939479706,4.482173280984122,12.681942478627546,0,0,1,3,1,2,8,0.2011844635310912,0.3148148148148148,5,2,0.7619047619047619,2.0643560869464825,6.805293005671078,2.703673469387755,0,0,0,0,1,0,8,0,2,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.0,2.457606667196251,2.265327594494314,0.894427190999916,11.281305056387968,9.050330552353277,6.788339317661063,0.25,1.4989481914158802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.22,1.0,3,0,0,1,0,0,0,1,3,0,0,0,91.67,5.857980995127573,2.048112669987196,12.567203815482912,12.567203815482912,0.0,1436.0,0.2570000000000002,150.0
-4.3,Aldosterone,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C=O)O,298,1.2499240000000018,0,0,-0.1428134122310245,-0.1240630475584953,0.1029241832163824,-0.1296114533354548,29.87234517770473,11.715807703554685,16.008923900210082,-0.4207915351812806,0.3396398939479706,4.482173280984122,12.681942478627546,0,0,1,3,1,2,8,0.2011844635310912,0.3148148148148148,5,2,0.7619047619047619,2.0643560869464825,6.805293005671078,2.703673469387755,0,0,0,0,1,0,8,0,2,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.0,2.457606667196251,2.265327594494314,0.894427190999916,11.281305056387968,9.050330552353277,6.788339317661063,0.25,1.4989481914158802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.22,1.0,3,0,0,1,0,0,0,1,3,0,0,0,91.67,5.857980995127573,2.048112669987196,12.567203815482912,12.567203815482912,0.0,1436.0,0.2570000000000002,150.0
-4.52,Aldosterone,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C=O)O,298,1.2499240000000018,0,0,-0.1428134122310245,-0.1240630475584953,0.1029241832163824,-0.1296114533354548,29.87234517770473,11.715807703554685,16.008923900210082,-0.4207915351812806,0.3396398939479706,4.482173280984122,12.681942478627546,0,0,1,3,1,2,8,0.2011844635310912,0.3148148148148148,5,2,0.7619047619047619,2.0643560869464825,6.805293005671078,2.703673469387755,0,0,0,0,1,0,8,0,2,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.0,2.457606667196251,2.265327594494314,0.894427190999916,11.281305056387968,9.050330552353277,6.788339317661063,0.25,1.4989481914158802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.22,1.0,3,0,0,1,0,0,0,1,3,0,0,0,91.67,5.857980995127573,2.048112669987196,12.567203815482912,12.567203815482912,0.0,1436.0,0.2570000000000002,150.0
-4.01,Aldosterone,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C=O)O,298,1.2499240000000018,0,0,-0.1428134122310245,-0.1240630475584953,0.1029241832163824,-0.1296114533354548,29.87234517770473,11.715807703554685,16.008923900210082,-0.4207915351812806,0.3396398939479706,4.482173280984122,12.681942478627546,0,0,1,3,1,2,8,0.2011844635310912,0.3148148148148148,5,2,0.7619047619047619,2.0643560869464825,6.805293005671078,2.703673469387755,0,0,0,0,1,0,8,0,2,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.0,2.457606667196251,2.265327594494314,0.894427190999916,11.281305056387968,9.050330552353277,6.788339317661063,0.25,1.4989481914158802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.22,1.0,3,0,0,1,0,0,0,1,3,0,0,0,91.67,5.857980995127573,2.048112669987196,12.567203815482912,12.567203815482912,0.0,1436.0,0.2570000000000002,150.0
