logkpl,Compound,SMILES,Texpi,ALogP,ALogp2,AMR,apol,nAcid,naAromAtom,nAromBond,nAtom,ATSc1,ATSc2,ATSc3,ATSc4,ATSc5,ATSm1,ATSm2,ATSm3,ATSm4,ATSm5,ATSp1,ATSp2,ATSp3,ATSp4,ATSp5,BCUTw-1l,BCUTw-1h,BCUTc-1l,BCUTc-1h,BCUTp-1l,BCUTp-1h,bpol,nBase,nB,C1SP1,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,SCH-3,SCH-4,SCH-5,SCH-6,SCH-7,VCH-3,VCH-4,VCH-5,VCH-6,VCH-7,SC-3,SC-4,SC-5,SC-6,VC-3,VC-4,VC-5,VC-6,SPC-4,SPC-5,SPC-6,VPC-4,VPC-5,VPC-6,SP-0,SP-1,SP-2,SP-3,SP-4,SP-5,SP-6,SP-7,VP-0,VP-1,VP-2,VP-3,VP-4,VP-5,VP-6,VP-7,ECCEN,FMF,Fsp3,fragC,nHBAcc,nHBDon,HybRatio,JPLogP,Kier1,Kier2,Kier3,khs.sLi,khs.ssBe,khs.ssssBe,khs.ssBH,khs.sssB,khs.ssssB,khs.sCH3,khs.dCH2,khs.ssCH2,khs.tCH,khs.dsCH,khs.aaCH,khs.sssCH,khs.ddC,khs.tsC,khs.dssC,khs.aasC,khs.aaaC,khs.ssssC,khs.sNH3,khs.sNH2,khs.ssNH2,khs.dNH,khs.ssNH,khs.aaNH,khs.tN,khs.sssNH,khs.dsN,khs.aaN,khs.sssN,khs.ddsN,khs.aasN,khs.ssssN,khs.sOH,khs.dO,khs.ssO,khs.aaO,khs.sF,khs.sSiH3,khs.ssSiH2,khs.sssSiH,khs.ssssSi,khs.sPH2,khs.ssPH,khs.sssP,khs.dsssP,khs.sssssP,khs.sSH,khs.dS,khs.ssS,khs.aaS,khs.dssS,khs.ddssS,khs.sCl,khs.sGeH3,khs.ssGeH2,khs.sssGeH,khs.ssssGe,khs.sAsH2,khs.ssAsH,khs.sssAs,khs.sssdAs,khs.sssssAs,khs.sSeH,khs.dSe,khs.ssSe,khs.aaSe,khs.dssSe,khs.ddssSe,khs.sBr,khs.sSnH3,khs.ssSnH2,khs.sssSnH,khs.ssssSn,khs.sI,khs.sPbH3,khs.ssPbH2,khs.sssPbH,khs.ssssPb,nAtomLC,nAtomP,nAtomLAC,MDEC-11,MDEC-12,MDEC-13,MDEC-14,MDEC-22,MDEC-23,MDEC-24,MDEC-33,MDEC-34,MDEC-44,MDEO-11,MDEO-12,MDEO-22,MDEN-11,MDEN-12,MDEN-13,MDEN-22,MDEN-23,MDEN-33,MLogP,PetitjeanNumber,topoShape,nRotB,LipinskiFailures,nSmallRings,nAromRings,nRingBlocks,nAromBlocks,nRings3,nRings4,nRings5,nRings6,nRings7,nRings8,nRings9,TopoPSA,VABC,VAdjMat,MW,WTPT-1,WTPT-2,WTPT-3,WTPT-4,WTPT-5,WPATH,WPOL,XLogP,Zagreb
-2.95,hydroquinone,C1=CC(=CC=C1O)O,303,1.2952,1.6775430399999998,29.446200000000005,16.164758,0,6,6,14,0.1105461167612102,-0.03250786003357,-0.0053471565409912,-0.0038376900597544,-0.0499259018396139,9.548938071081892,8.66418395426513,11.328367908530256,8.32836790853026,2.66418395426513,308.5358865253907,328.34669900390634,387.7119089062502,254.88384519140624,62.628311191406254,11.700073857062932,15.999016392438364,-0.404189045720576,0.3214204193144431,4.617016855399276,6.977817568504317,6.559241999999999,0,8,0,0,0,6,0,0,0,0,0,0.0,0.0,0.0,0.0833333333333333,0.1666666666666666,0.0,0.0,0.0,0.0277777777777777,0.0248451997499976,0.5773502691896258,0.0,0.0,0.0,0.1490711984999859,0.0,0.0,0.0,0.8164965809277261,0.7600796553858447,1.1380711874576983,0.172132593164774,0.1357566960823823,0.1378708169459657,5.983127663125441,3.787693700234704,3.36504396942433,2.304530452640312,1.4267463220525112,1.3047378541243648,0.3333333333333333,0.0,4.20382826775842,2.2685808005458763,1.516397779494322,0.8497092431263891,0.4526323993409724,0.2860662965823871,0.0496903994999953,0.0,58,0.4285714285714285,0.0,140.02,2,2,0.0,1.0010352957909394,6.125,2.52,1.8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,3.3019272488946267,5.656854249492381,0.0,0.3333333333333333,0.0,0.0,0.1999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.4,0.6666666666666666,0,0,1,1,1,1,0,0,0,1,0,0,0,40.46,98.74698505392236,4.0,110.11086975882156,15.532829208695096,1.9416036510868868,4.990326431791092,4.990326431791092,0.0,62.0,7.0,1.2100000000000002,36.0
-2.42,Hydroquinone,C1=CC(=CC=C1O)O,303,1.2952,1.6775430399999998,29.446200000000005,16.164758,0,6,6,14,0.1105461167612102,-0.03250786003357,-0.0053471565409912,-0.0038376900597544,-0.0499259018396139,9.548938071081892,8.66418395426513,11.328367908530256,8.32836790853026,2.66418395426513,308.5358865253907,328.34669900390634,387.7119089062502,254.88384519140624,62.628311191406254,11.700073857062932,15.999016392438364,-0.404189045720576,0.3214204193144431,4.617016855399276,6.977817568504317,6.559241999999999,0,8,0,0,0,6,0,0,0,0,0,0.0,0.0,0.0,0.0833333333333333,0.1666666666666666,0.0,0.0,0.0,0.0277777777777777,0.0248451997499976,0.5773502691896258,0.0,0.0,0.0,0.1490711984999859,0.0,0.0,0.0,0.8164965809277261,0.7600796553858447,1.1380711874576983,0.172132593164774,0.1357566960823823,0.1378708169459657,5.983127663125441,3.787693700234704,3.36504396942433,2.304530452640312,1.4267463220525112,1.3047378541243648,0.3333333333333333,0.0,4.20382826775842,2.2685808005458763,1.516397779494322,0.8497092431263891,0.4526323993409724,0.2860662965823871,0.0496903994999953,0.0,58,0.4285714285714285,0.0,140.02,2,2,0.0,1.0010352957909394,6.125,2.52,1.8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,3.3019272488946267,5.656854249492381,0.0,0.3333333333333333,0.0,0.0,0.1999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.4,0.6666666666666666,0,0,1,1,1,1,0,0,0,1,0,0,0,40.46,98.74698505392236,4.0,110.11086975882156,15.532829208695096,1.9416036510868868,4.990326431791092,4.990326431791092,0.0,62.0,7.0,1.2100000000000002,36.0
-1.9,Hydroquinone,C1=CC(=CC=C1O)O,303,1.2952,1.6775430399999998,29.446200000000005,16.164758,0,6,6,14,0.1105461167612102,-0.03250786003357,-0.0053471565409912,-0.0038376900597544,-0.0499259018396139,9.548938071081892,8.66418395426513,11.328367908530256,8.32836790853026,2.66418395426513,308.5358865253907,328.34669900390634,387.7119089062502,254.88384519140624,62.628311191406254,11.700073857062932,15.999016392438364,-0.404189045720576,0.3214204193144431,4.617016855399276,6.977817568504317,6.559241999999999,0,8,0,0,0,6,0,0,0,0,0,0.0,0.0,0.0,0.0833333333333333,0.1666666666666666,0.0,0.0,0.0,0.0277777777777777,0.0248451997499976,0.5773502691896258,0.0,0.0,0.0,0.1490711984999859,0.0,0.0,0.0,0.8164965809277261,0.7600796553858447,1.1380711874576983,0.172132593164774,0.1357566960823823,0.1378708169459657,5.983127663125441,3.787693700234704,3.36504396942433,2.304530452640312,1.4267463220525112,1.3047378541243648,0.3333333333333333,0.0,4.20382826775842,2.2685808005458763,1.516397779494322,0.8497092431263891,0.4526323993409724,0.2860662965823871,0.0496903994999953,0.0,58,0.4285714285714285,0.0,140.02,2,2,0.0,1.0010352957909394,6.125,2.52,1.8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,3.3019272488946267,5.656854249492381,0.0,0.3333333333333333,0.0,0.0,0.1999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.4,0.6666666666666666,0,0,1,1,1,1,0,0,0,1,0,0,0,40.46,98.74698505392236,4.0,110.11086975882156,15.532829208695096,1.9416036510868868,4.990326431791092,4.990326431791092,0.0,62.0,7.0,1.2100000000000002,36.0
-4.22,salicylate,C1=CC=C(C(=C1)C(=O)O)[O-],305,0.4892000000000001,0.23931664,32.2327,18.059964999999995,2,6,6,15,0.3299181364239192,-0.1238155490747658,0.0280410344046027,-0.1668655072177458,0.0990541358096164,12.323407106622838,10.996275931397692,15.102836944071203,14.32464383992795,11.209397956744716,400.76558349121103,440.64747875390646,547.6071530751955,451.2772953437501,226.8173355722657,11.694271608325858,16.009969882849582,-0.3744562760455827,0.4399413858345535,4.057178943210357,8.096363654398774,7.382034999999999,0,10,0,0,1,5,1,0,0,0,0,0.0,0.0,0.0,0.0833333333333333,0.1314458557658021,0.0,0.0,0.0,0.0277777777777777,0.0138888888888888,0.7051183572168035,0.0,0.2323078083528919,0.0,0.117812330107467,0.0,0.0131761569173682,0.0,1.498266827140417,2.174558378851144,2.133706448243255,0.1942450641652863,0.1718479465493111,0.1283198625750727,7.5604779323150675,4.715214055163271,4.169612480946085,3.03412990558947,2.335345682116131,1.3417157626978655,0.5656411416862253,0.2405626121623441,4.664862962722324,2.5050812121715365,1.5813987790937865,0.93947134110417,0.5263665242049416,0.2953033800877278,0.0721198225327176,0.0237628301656616,76,0.4,0.0,135.03,3,1,0.0,0.8275760487766382,8.1,3.408284023668639,1.991111111111111,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0.0,0.0,0.0,0.0,3.965406456500188,5.553157574048103,0.0,2.381101577952299,0.0,0.0,0.944940787421155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.4,0.6666666666666666,1,0,1,1,1,1,0,0,0,1,0,0,0,60.36,120.87850832915016,4.321928094887363,137.1130698293531,19.384818910762174,1.9384818910762176,7.33207425342667,7.33207425342667,0.0,114.0,12.0,1.6600000000000004,46.0
-3.7,salicylate,C1=CC=C(C(=C1)C(=O)O)[O-],305,0.4892000000000001,0.23931664,32.2327,18.059964999999995,2,6,6,15,0.3299181364239192,-0.1238155490747658,0.0280410344046027,-0.1668655072177458,0.0990541358096164,12.323407106622838,10.996275931397692,15.102836944071203,14.32464383992795,11.209397956744716,400.76558349121103,440.64747875390646,547.6071530751955,451.2772953437501,226.8173355722657,11.694271608325858,16.009969882849582,-0.3744562760455827,0.4399413858345535,4.057178943210357,8.096363654398774,7.382034999999999,0,10,0,0,1,5,1,0,0,0,0,0.0,0.0,0.0,0.0833333333333333,0.1314458557658021,0.0,0.0,0.0,0.0277777777777777,0.0138888888888888,0.7051183572168035,0.0,0.2323078083528919,0.0,0.117812330107467,0.0,0.0131761569173682,0.0,1.498266827140417,2.174558378851144,2.133706448243255,0.1942450641652863,0.1718479465493111,0.1283198625750727,7.5604779323150675,4.715214055163271,4.169612480946085,3.03412990558947,2.335345682116131,1.3417157626978655,0.5656411416862253,0.2405626121623441,4.664862962722324,2.5050812121715365,1.5813987790937865,0.93947134110417,0.5263665242049416,0.2953033800877278,0.0721198225327176,0.0237628301656616,76,0.4,0.0,135.03,3,1,0.0,0.8275760487766382,8.1,3.408284023668639,1.991111111111111,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0.0,0.0,0.0,0.0,3.965406456500188,5.553157574048103,0.0,2.381101577952299,0.0,0.0,0.944940787421155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.4,0.6666666666666666,1,0,1,1,1,1,0,0,0,1,0,0,0,60.36,120.87850832915016,4.321928094887363,137.1130698293531,19.384818910762174,1.9384818910762176,7.33207425342667,7.33207425342667,0.0,114.0,12.0,1.6600000000000004,46.0
-3.98,salicylate,C1=CC=C(C(=C1)C(=O)O)[O-],305,0.4892000000000001,0.23931664,32.2327,18.059964999999995,2,6,6,15,0.3299181364239192,-0.1238155490747658,0.0280410344046027,-0.1668655072177458,0.0990541358096164,12.323407106622838,10.996275931397692,15.102836944071203,14.32464383992795,11.209397956744716,400.76558349121103,440.64747875390646,547.6071530751955,451.2772953437501,226.8173355722657,11.694271608325858,16.009969882849582,-0.3744562760455827,0.4399413858345535,4.057178943210357,8.096363654398774,7.382034999999999,0,10,0,0,1,5,1,0,0,0,0,0.0,0.0,0.0,0.0833333333333333,0.1314458557658021,0.0,0.0,0.0,0.0277777777777777,0.0138888888888888,0.7051183572168035,0.0,0.2323078083528919,0.0,0.117812330107467,0.0,0.0131761569173682,0.0,1.498266827140417,2.174558378851144,2.133706448243255,0.1942450641652863,0.1718479465493111,0.1283198625750727,7.5604779323150675,4.715214055163271,4.169612480946085,3.03412990558947,2.335345682116131,1.3417157626978655,0.5656411416862253,0.2405626121623441,4.664862962722324,2.5050812121715365,1.5813987790937865,0.93947134110417,0.5263665242049416,0.2953033800877278,0.0721198225327176,0.0237628301656616,76,0.4,0.0,135.03,3,1,0.0,0.8275760487766382,8.1,3.408284023668639,1.991111111111111,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0.0,0.0,0.0,0.0,3.965406456500188,5.553157574048103,0.0,2.381101577952299,0.0,0.0,0.944940787421155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.4,0.6666666666666666,1,0,1,1,1,1,0,0,0,1,0,0,0,60.36,120.87850832915016,4.321928094887363,137.1130698293531,19.384818910762174,1.9384818910762176,7.33207425342667,7.33207425342667,0.0,114.0,12.0,1.6600000000000004,46.0
-1.35,Salicylic acid,C1=CC=C(C(=C1)C(=O)O)O,310,1.1669999999999998,1.3618889999999997,34.5105,18.726757999999997,1,6,6,16,0.2573373172724306,-0.1099374635999491,0.0284575835044874,-0.1121113373524007,0.0658098322387846,12.323407106622838,10.996275931397692,15.102836944071203,14.32464383992795,11.209397956744716,412.93912049511727,453.5423573027344,565.120532708008,467.4594327695314,235.39254204101567,11.694271608325858,16.009969882849582,-0.3962537158377986,0.4248869303557328,4.08157834880347,8.196278566621947,7.517241999999999,0,10,0,0,1,5,1,0,0,0,0,0.0,0.0,0.0,0.0833333333333333,0.1314458557658021,0.0,0.0,0.0,0.0277777777777777,0.0263114887638877,0.7051183572168035,0.0,0.2323078083528919,0.0,0.1823620525442573,0.0,0.0318100567298665,0.0,1.498266827140417,2.174558378851144,2.133706448243255,0.3333303858520696,0.3390915031669123,0.2647097055389587,7.5604779323150675,4.715214055163271,4.169612480946085,3.03412990558947,2.335345682116131,1.3417157626978655,0.5656411416862253,0.2405626121623441,5.112076558222283,2.728688009921516,1.8223016228423563,1.134458362228448,0.6544892453505133,0.3416651539833222,0.0969650222827153,0.0299741301031611,76,0.375,0.0,166.03,3,2,0.0,0.8974877270217478,8.1,3.408284023668639,1.991111111111111,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0.0,0.0,0.0,0.0,3.965406456500188,5.553157574048103,0.0,2.381101577952299,0.0,0.0,0.944940787421155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.4,0.6666666666666666,1,0,1,1,1,1,0,0,0,1,0,0,0,57.53,122.19673767955014,4.321928094887363,138.12101058317887,19.384818910762174,1.9384818910762176,7.33207425342667,7.33207425342667,0.0,114.0,12.0,1.6600000000000004,46.0
-3.03,Salicylic acid,C1=CC=C(C(=C1)C(=O)O)O,310,1.1669999999999998,1.3618889999999997,34.5105,18.726757999999997,1,6,6,16,0.2573373172724306,-0.1099374635999491,0.0284575835044874,-0.1121113373524007,0.0658098322387846,12.323407106622838,10.996275931397692,15.102836944071203,14.32464383992795,11.209397956744716,412.93912049511727,453.5423573027344,565.120532708008,467.4594327695314,235.39254204101567,11.694271608325858,16.009969882849582,-0.3962537158377986,0.4248869303557328,4.08157834880347,8.196278566621947,7.517241999999999,0,10,0,0,1,5,1,0,0,0,0,0.0,0.0,0.0,0.0833333333333333,0.1314458557658021,0.0,0.0,0.0,0.0277777777777777,0.0263114887638877,0.7051183572168035,0.0,0.2323078083528919,0.0,0.1823620525442573,0.0,0.0318100567298665,0.0,1.498266827140417,2.174558378851144,2.133706448243255,0.3333303858520696,0.3390915031669123,0.2647097055389587,7.5604779323150675,4.715214055163271,4.169612480946085,3.03412990558947,2.335345682116131,1.3417157626978655,0.5656411416862253,0.2405626121623441,5.112076558222283,2.728688009921516,1.8223016228423563,1.134458362228448,0.6544892453505133,0.3416651539833222,0.0969650222827153,0.0299741301031611,76,0.375,0.0,166.03,3,2,0.0,0.8974877270217478,8.1,3.408284023668639,1.991111111111111,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0.0,0.0,0.0,0.0,3.965406456500188,5.553157574048103,0.0,2.381101577952299,0.0,0.0,0.944940787421155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.4,0.6666666666666666,1,0,1,1,1,1,0,0,0,1,0,0,0,57.53,122.19673767955014,4.321928094887363,138.12101058317887,19.384818910762174,1.9384818910762176,7.33207425342667,7.33207425342667,0.0,114.0,12.0,1.6600000000000004,46.0
-3.35,o-Phenylenediamine,C1=CC=C(C(=C1)N)N,305,0.3368,0.1134342399999999,35.458800000000004,18.094344,0,6,6,16,0.0339698937323678,-0.0070469301828179,-0.0167579536285963,0.0070469301828179,-0.00022699323758760065,8.71996060255296,8.33236386636089,10.664727732721785,9.02470803399826,2.3323638663608905,377.2961935390628,401.4637402968752,480.2608385625004,343.0927527695314,75.64755773437503,11.699246871415836,14.010760857401216,-0.3798921680226527,0.3010516182983182,5.672861174035744,8.057008942559015,7.425656000000002,0,8,0,0,0,6,0,0,0,0,0,0.0,0.0,0.0,0.0833333333333333,0.1666666666666666,0.0,0.0,0.0,0.0277777777777777,0.0320750149549792,0.4714045207910317,0.0,0.1666666666666666,0.0,0.1666666666666666,0.0,0.0277777777777777,0.0,1.1380711874576983,1.040440114519881,1.1380711874576983,0.2886751345948129,0.2222222222222222,0.1924500897298753,5.983127663125441,3.804530452640311,3.2390248187615978,2.540336413777854,1.5016612791830408,1.0243773949903288,0.3333333333333333,0.0833333333333333,4.464101615137755,2.404700538379252,1.628917115316043,0.9960112905708618,0.5108973568170351,0.2863722521321807,0.0641500299099584,0.0092592592592592,54,0.375,0.0,200.02,2,2,0.0,0.6120012923382572,6.125,2.52,1.487603305785124,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,3.965406456500188,4.298279727294167,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.9,0.25,0.3333333333333333,0,0,1,1,1,1,0,0,0,1,0,0,0,52.04,103.16005206913351,4.0,108.14134782540634,15.533409733352132,1.941676216669017,4.978279392143927,0.0,4.978279392143927,60.0,8.0,0.388,36.0
-1.48,o-Chlorophenol,C1=CC=C(C(=C1)O)Cl,298,2.2270000000000003,4.959529000000002,32.5569,16.875964999999997,0,6,6,13,0.0881220534533766,-0.0187772332924106,-0.0415751190720032,0.0168833639011775,-0.0005920382634520265,16.487418943389727,10.28386261657066,14.567725233141315,15.499755220272268,4.28386261657066,384.3539766523439,410.8374054843751,487.64106700781264,343.0936238828125,74.17906287890628,11.700449187226711,34.96937991456319,-0.3937614859349164,0.3505607413241736,5.078530266559588,8.48840457957596,5.886035000000001,0,8,0,0,0,6,0,0,0,0,0,0.0,0.0,0.0,0.0833333333333333,0.1666666666666666,0.0,0.0,0.0,0.0277777777777777,0.0439196392924344,0.4714045207910317,0.0,0.1666666666666666,0.0,0.2282131401137845,0.0,0.0422577127364258,0.0,1.1380711874576983,1.040440114519881,1.1380711874576983,0.4099028466968865,0.3127285655866362,0.273268564464591,5.983127663125441,3.804530452640311,3.2390248187615978,2.540336413777854,1.5016612791830408,1.0243773949903288,0.3333333333333333,0.0833333333333333,4.890508091286143,2.6179037764534456,1.858611681247376,1.1720653149186548,0.5874622121274794,0.3305769919561304,0.0878392785848688,0.0140859042454752,54,0.4615384615384615,0.0,113.02,1,1,0.0,2.0369510253343672,6.125,2.52,1.487603305785124,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,3.965406456500188,4.298279727294167,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.25,0.3333333333333333,0,0,1,1,1,1,0,0,0,1,0,0,0,20.23,105.16782612379458,4.0,128.55646165561035,15.533409733352132,1.941676216669017,4.978279392143927,2.4891396960719634,0.0,60.0,8.0,2.2380000000000004,36.0
-2.51,catechol,C1=CC=C(C(=C1)O)O,310,1.2952,1.6775430399999998,29.446200000000005,16.164758,0,6,6,14,0.1215451069740571,-0.0249763061437743,-0.0598856884793843,0.0249763061437743,-0.0008868650076442059,9.548938071081892,8.66418395426513,11.328367908530256,10.102836944071203,2.66418395426513,310.43204379687506,331.3599868476563,393.2404015312501,277.5943421523438,60.497905570312525,11.70006811399465,15.999127094278569,-0.4029865036346698,0.3495560811542668,4.705106472158027,7.149060243494359,6.559241999999999,0,8,0,0,0,6,0,0,0,0,0,0.0,0.0,0.0,0.0833333333333333,0.1666666666666666,0.0,0.0,0.0,0.0277777777777777,0.0248451997499976,0.4714045207910317,0.0,0.1666666666666666,0.0,0.1290994448735805,0.0,0.0166666666666666,0.0,1.1380711874576983,1.040440114519881,1.1380711874576983,0.2068062254189485,0.1624327782069139,0.1378708169459657,5.983127663125441,3.804530452640311,3.2390248187615978,2.540336413777854,1.5016612791830408,1.0243773949903288,0.3333333333333333,0.0833333333333333,4.20382826775842,2.274563864689584,1.488714334885037,0.8817318442145529,0.4641630966733664,0.2593902144578555,0.0496903994999953,0.0055555555555555,54,0.4285714285714285,0.0,140.02,2,2,0.0,1.0010352957909394,6.125,2.52,1.487603305785124,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,3.965406456500188,4.298279727294167,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.25,0.3333333333333333,0,0,1,1,1,1,0,0,0,1,0,0,0,40.46,98.74698505392236,4.0,110.11086975882156,15.533409733352132,1.941676216669017,4.978279392143927,4.978279392143927,0.0,60.0,8.0,1.3710000000000002,36.0
-1.14,Benzophenone,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,305,3.2342000000000004,10.460049640000005,56.633500000000005,30.34992999999999,0,12,12,24,0.1239763850043771,-0.0403015936956344,-0.0184325796709903,-0.0031884040959405,-6.705781184707335e-05,14.774469035540946,15.332091977132563,19.664183954265127,19.328367908530254,15.328367908530256,802.3801430532532,900.8479584195558,1142.413641855347,1041.4547050837402,766.9759898134766,11.687499138432187,16.005946273999445,-0.3814624118559698,0.3640379752842471,5.3727670466790105,9.322616975092656,11.890069999999998,0,15,0,0,0,11,2,0,0,0,0,0.0,0.0,0.0,0.2041241452319315,0.1178511301977579,0.0,0.0,0.0,0.0641500299099584,0.0320750149549792,0.5257834230632086,0.0,0.1924500897298752,0.0,0.2176977029746495,0.0,0.0340206908719885,0.0,1.5415189978060575,2.285535933662349,2.98347837035588,0.4616759350049436,0.573766940016335,0.6061906424232758,9.803118619434354,6.877010097711745,5.655296949107125,4.786799924055998,3.7048006099445367,2.8459793064436805,1.33883595264835,0.916116077835287,7.681750982360123,4.525491350277851,3.0611749528008088,2.0719555316876077,1.3457218019266357,0.863253845297513,0.3317331732948321,0.1865642148188423,183,0.5416666666666666,0.0,443.01,1,0,0.0,3.2632271732707503,10.515555555555556,5.185595567867036,2.75,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,0,0.0,0.0,0.0,0.0,13.995261637820173,11.770534169619411,0.0,2.381101577952299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,0.5,1.0,2,0,2,2,2,2,0,0,0,2,0,0,0,17.07,177.22635723042808,4.906890595608519,182.2183791240712,28.405439002548967,2.0289599287534976,2.5711479546711256,2.5711479546711256,0.0,307.0,18.0,3.576000000000001,68.0
