iter	RMSE
532	0.4440826698
533	0.4440215304
534	0.4440027362
535	0.443855108
536	0.4437217715
537	0.4436491257
538	0.4435561573
539	0.4434860646
540	0.4434538503
541	0.4434291026
542	0.4433307815
543	0.4432240171
544	0.4431679168
545	0.4431524591
546	0.443039223
547	0.442946397
548	0.4429320304
549	0.4428452337
550	0.4427658154
551	0.4427437502
552	0.4426406773
553	0.4426017637
554	0.4425463393
555	0.4423924592
556	0.4423728405
557	0.4422701084
558	0.4422441132
559	0.4422198342
560	0.4421908353
561	0.4421173935
562	0.4420948517
563	0.4420113199
564	0.4418845011
565	0.4418237965
566	0.4418124248
567	0.4417813709
568	0.441688354
569	0.4416116353
570	0.4414925614
571	0.4413627823
572	0.4412950133
573	0.4411795363
574	0.4411508728
575	0.441060149
576	0.4409585925
577	0.4408758454
578	0.4407597934
579	0.4407365437
580	0.4407216605
581	0.4406631321
582	0.4406453845
583	0.4406291435
584	0.4405638047
585	0.4405131897
586	0.4404895641
587	0.4404595652
588	0.4403709296
589	0.440280898
590	0.4402729668
591	0.440213693
592	0.4401437354
593	0.4401252594
594	0.4400695428
595	0.4400222023
596	0.4399988457
597	0.4399200075
598	0.4398984025
599	0.4398808658
600	0.4398366748
601	0.4398274089
602	0.439820714
603	0.4398018407
604	0.439715312
605	0.4396760853
606	0.4396675132
607	0.4395861974
608	0.4394805849
609	0.4394679423
610	0.4394150515
611	0.4393897879
612	0.4393729316
613	0.43929752
614	0.4392189308
615	0.4392049547
616	0.4391059252
617	0.4390063701
618	0.4389564987
619	0.4389100635
620	0.4388856179
621	0.4388683009
622	0.4388049887
623	0.4387644491
624	0.438735271
625	0.4387073756
626	0.4386485582
627	0.4385923885
628	0.4385731491
629	0.4385268221
630	0.4384772993
631	0.4384241542
632	0.438412822
633	0.4383426208
634	0.4382488253
635	0.4382345112
636	0.4381729141
637	0.4381411412
638	0.4381218074
639	0.4381057128
640	0.4380645007
641	0.438012366
642	0.4379842974
643	0.4379165796
644	0.4378746352
645	0.4378233522
646	0.4378107612
647	0.4377395718
648	0.437732164
649	0.4376756368
650	0.4376492968
651	0.4376147315
652	0.4375554156
653	0.4375005659
654	0.4374725221
655	0.4374241955
656	0.4374131076
657	0.4373660182
658	0.4373467861
659	0.437314835
660	0.437268761
661	0.4372205673
662	0.4372097749
663	0.4371764656
664	0.4371400858
665	0.4370524481
666	0.4370074688
667	0.4369962507
668	0.4369241133
669	0.4369066961
670	0.4368396374
671	0.4368291159
672	0.4368175574
673	0.4367976484
674	0.4367789119
675	0.4367396747
676	0.4367230215
677	0.4367143027
678	0.4367080077
679	0.4366861114
680	0.4366359597
681	0.43662316
682	0.4366114515
683	0.4365986923
684	0.4365689894
685	0.4365219519
686	0.4364825276
687	0.4364343147
688	0.4364157053
689	0.4363548682
690	0.4363119619
691	0.4362816627
692	0.436271223
693	0.4362637881
694	0.4362561292
695	0.4362489607
696	0.436192582
697	0.4361515268
698	0.4361338788
699	0.4360859833
700	0.4360633475
701	0.4360192276
702	0.4359772972
703	0.4359482738
704	0.4359133388
705	0.4358830509
706	0.4358403395
707	0.435834113
708	0.4358243629
709	0.4357870862
710	0.4357635905
711	0.4357478754
712	0.4357336086
713	0.4357249804
714	0.4357183661
715	0.4357090779
716	0.4356997217
717	0.4356755286
718	0.4356541045
719	0.4355950664
720	0.4355398952
721	0.435520763
722	0.4355170477
723	0.4354768362
724	0.4354624262
725	0.4354420812
726	0.4354040583
727	0.4353923151
728	0.4353504991
729	0.435338085
730	0.4353308273
731	0.4353112176
732	0.4352794975
733	0.4352581929
734	0.4352551604
735	0.4352440947
736	0.4352397422
737	0.4352057436
738	0.4351846172
739	0.4351754815
740	0.4351477623
741	0.4351226805
742	0.4351025387
743	0.4350569269
744	0.4350257941
745	0.4349951306
746	0.4349809992
747	0.4349739558
748	0.4349426083
749	0.4349077973
750	0.4348698172
751	0.4348584576
752	0.4348077662
753	0.4347772492
754	0.4347469524
755	0.4347428857
756	0.4347369131
757	0.4347156455
758	0.4346717341
759	0.4346654759
760	0.4346536503
761	0.4346487405
762	0.4346417568
763	0.4346227666
764	0.4346085968
765	0.434590037
766	0.4345841796
767	0.4345616701
768	0.4344979166
769	0.4344752205
770	0.4344548053
771	0.4344318133
772	0.4344276674
773	0.434423581
774	0.4344007264
775	0.4343905866
776	0.4343797564
777	0.4343551632
778	0.4343331199
779	0.4343046212
780	0.4342991775
781	0.4342645325
782	0.434252135
783	0.434247075
784	0.4342202585
785	0.4341963026
786	0.4341727658
787	0.4341522374
788	0.4341355105
789	0.4341175388
790	0.4340900993
791	0.4340842583
792	0.4340577289
793	0.4340263647
794	0.4340191388
795	0.434004867
796	0.4339858724
797	0.4339588498
798	0.4339528134
799	0.4339257888
