Source_Data_Row,Compound name,Smiles,Canonical_SMILES,logkp (cm/s),Predicted_logKp_LGBM,Prediction_Error_LGBM,Absolute_Error_LGBM,Within_Tolerance_LGBM,skin source type,skin source site,used layer,skin preparation,storage temperature (°C),storage duration (days),neat,donor/skin surface temperature (°C),donor pH,donor type,acceptor temperature (°C),acceptor pH,acceptor type,cell type,reference,DOI,DOI_URL,LogP,molecular weight,Condition_Signature
42,"2,3-Butanediol",CC(C(O)C)O,CC(O)C(C)O,-7.85700000,-7.51394067,0.34305933,0.34305933,True,Cadaver,abdomen,epidermis,heat separation,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,Glass diffusion cell,"Blank, 1967",10.1038/jid.1967.184,https://doi.org/10.1038/jid.1967.184,-0.25200000,90.06807956,skin source type=Cadaver; skin source site=abdomen; used layer=epidermis; skin preparation=heat separation; storage temperature (°C)=unknown; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=unknown; donor type=unknown; acceptor temperature (°C)=unknown; acceptor pH=unknown; acceptor type=unknown; cell type=Glass diffusion cell
43,1-Butanol,CCCCO,CCCCO,-6.07900000,-5.97248886,0.10651114,0.10651114,True,Cadaver,abdomen,epidermis,heat separation,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,Glass diffusion cell,"Blank, 1967",10.1038/jid.1967.184,https://doi.org/10.1038/jid.1967.184,0.77880000,74.07316494,skin source type=Cadaver; skin source site=abdomen; used layer=epidermis; skin preparation=heat separation; storage temperature (°C)=unknown; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=unknown; donor type=unknown; acceptor temperature (°C)=unknown; acceptor pH=unknown; acceptor type=unknown; cell type=Glass diffusion cell
44,Butan-2-one,CCC(=O)C,CCC(C)=O,-5.90300000,-6.29942838,-0.39642838,0.39642838,True,Cadaver,abdomen,epidermis,heat separation,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,Glass diffusion cell,"Blank, 1967",10.1038/jid.1967.184,https://doi.org/10.1038/jid.1967.184,0.98540000,72.05751488,skin source type=Cadaver; skin source site=abdomen; used layer=epidermis; skin preparation=heat separation; storage temperature (°C)=unknown; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=unknown; donor type=unknown; acceptor temperature (°C)=unknown; acceptor pH=unknown; acceptor type=unknown; cell type=Glass diffusion cell
45,2-Ethoxyethanol,OCCOCC,CCOCCO,-7.15800000,-6.63506730,0.52293270,0.52293270,True,Cadaver,abdomen,epidermis,heat separation,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,Glass diffusion cell,"Blank, 1967",10.1038/jid.1967.184,https://doi.org/10.1038/jid.1967.184,0.01520000,90.06807956,skin source type=Cadaver; skin source site=abdomen; used layer=epidermis; skin preparation=heat separation; storage temperature (°C)=unknown; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=unknown; donor type=unknown; acceptor temperature (°C)=unknown; acceptor pH=unknown; acceptor type=unknown; cell type=Glass diffusion cell
46,Diethyl ether,CCOCC,CCOCC,-5.35200000,-5.47589023,-0.12389023,0.12389023,True,Cadaver,abdomen,epidermis,heat separation,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,Glass diffusion cell,"Blank, 1967",10.1038/jid.1967.184,https://doi.org/10.1038/jid.1967.184,1.04280000,74.07316494,skin source type=Cadaver; skin source site=abdomen; used layer=epidermis; skin preparation=heat separation; storage temperature (°C)=unknown; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=unknown; donor type=unknown; acceptor temperature (°C)=unknown; acceptor pH=unknown; acceptor type=unknown; cell type=Glass diffusion cell
47,Benzene,c1ccccc1,c1ccccc1,-4.51100000,-4.38829441,0.12270559,0.12270559,True,Cadaver,abdomen,epidermis,heat separation,4,unknown,0,31,unknown,NaCl solution,unknown,unknown,NaCl solution,Glass diffusion cell,"Blank, 1985",10.1111/1523-1747.ep12277325,https://doi.org/10.1111/1523-1747.ep12277325,1.68660000,78.04695019,skin source type=Cadaver; skin source site=abdomen; used layer=epidermis; skin preparation=heat separation; storage temperature (°C)=4; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=31; donor pH=unknown; donor type=NaCl solution; acceptor temperature (°C)=unknown; acceptor pH=unknown; acceptor type=NaCl solution; cell type=Glass diffusion cell
48,2-Amino-4-Nitrophenol,[O-][N+](=O)c1ccc(c(c1)N)O,Nc1cc([N+](=O)[O-])ccc1O,-8.07900000,-6.69091160,1.38808840,1.38808840,False,Cadaver,abdomen,epidermis,heat separation,4,28,0,32,9.7,Borate buffer,32,unknown,NaCl solution,Glass diffusion cell,"Bronaugh, 1984",10.1111/1523-1747.ep12263302,https://doi.org/10.1111/1523-1747.ep12263302,0.88260000,154.03784205,skin source type=Cadaver; skin source site=abdomen; used layer=epidermis; skin preparation=heat separation; storage temperature (°C)=4; storage duration (days)=28; neat=0; donor/skin surface temperature (°C)=32; donor pH=9.7; donor type=Borate buffer; acceptor temperature (°C)=32; acceptor pH=unknown; acceptor type=NaCl solution; cell type=Glass diffusion cell
49,2-Nitro-p-Phenylenediamine,Nc1ccc(c(c1)[N+](=O)[O-])N,Nc1ccc(N)c([N+](=O)[O-])c1,-6.85700000,-6.47061896,0.38638104,0.38638104,True,Cadaver,abdomen,epidermis,heat separation,4,28,0,32,9.7,Borate buffer,32,unknown,NaCl solution,Glass diffusion cell,"Bronaugh, 1984",10.1111/1523-1747.ep12263302,https://doi.org/10.1111/1523-1747.ep12263302,0.75920000,153.05382646,skin source type=Cadaver; skin source site=abdomen; used layer=epidermis; skin preparation=heat separation; storage temperature (°C)=4; storage duration (days)=28; neat=0; donor/skin surface temperature (°C)=32; donor pH=9.7; donor type=Borate buffer; acceptor temperature (°C)=32; acceptor pH=unknown; acceptor type=NaCl solution; cell type=Glass diffusion cell
50,4-Amino-2-Nitrophenol,Nc1ccc(c(c1)[N+](=O)[O-])O,Nc1ccc(O)c([N+](=O)[O-])c1,-7.62200000,-7.23604440,0.38595560,0.38595560,True,Cadaver,abdomen,epidermis,heat separation,4,28,0,32,9.7,Borate buffer,32,unknown,NaCl solution,Glass diffusion cell,"Bronaugh, 1984",10.1111/1523-1747.ep12263302,https://doi.org/10.1111/1523-1747.ep12263302,0.88260000,154.03784205,skin source type=Cadaver; skin source site=abdomen; used layer=epidermis; skin preparation=heat separation; storage temperature (°C)=4; storage duration (days)=28; neat=0; donor/skin surface temperature (°C)=32; donor pH=9.7; donor type=Borate buffer; acceptor temperature (°C)=32; acceptor pH=unknown; acceptor type=NaCl solution; cell type=Glass diffusion cell
51,4-Chloro-m-Phenylenediamine,Nc1ccc(c(c1)N)Cl,Nc1ccc(Cl)c(N)c1,-6.23400000,-6.53106253,-0.29706253,0.29706253,True,Cadaver,abdomen,epidermis,heat separation,4,28,0,32,9.7,Borate buffer,32,unknown,NaCl solution,Glass diffusion cell,"Bronaugh, 1984",10.1111/1523-1747.ep12263302,https://doi.org/10.1111/1523-1747.ep12263302,1.50440000,142.02977590,skin source type=Cadaver; skin source site=abdomen; used layer=epidermis; skin preparation=heat separation; storage temperature (°C)=4; storage duration (days)=28; neat=0; donor/skin surface temperature (°C)=32; donor pH=9.7; donor type=Borate buffer; acceptor temperature (°C)=32; acceptor pH=unknown; acceptor type=NaCl solution; cell type=Glass diffusion cell
52,o-Phenylenediamine,Nc1ccccc1N,Nc1ccccc1N,-6.90300000,-6.92504808,-0.02204808,0.02204808,True,Cadaver,abdomen,epidermis,heat separation,4,28,0,32,9.7,Borate buffer,32,unknown,NaCl solution,Glass diffusion cell,"Bronaugh, 1984",10.1111/1523-1747.ep12263302,https://doi.org/10.1111/1523-1747.ep12263302,0.85100000,108.06874826,skin source type=Cadaver; skin source site=abdomen; used layer=epidermis; skin preparation=heat separation; storage temperature (°C)=4; storage duration (days)=28; neat=0; donor/skin surface temperature (°C)=32; donor pH=9.7; donor type=Borate buffer; acceptor temperature (°C)=32; acceptor pH=unknown; acceptor type=NaCl solution; cell type=Glass diffusion cell
53,p-Phenylenediamine,Nc1ccc(cc1)N,Nc1ccc(N)cc1,-7.17600000,-7.15525135,0.02074865,0.02074865,True,Cadaver,abdomen,epidermis,heat separation,4,28,0,32,9.7,Borate buffer,32,unknown,NaCl solution,Glass diffusion cell,"Bronaugh, 1984",10.1111/1523-1747.ep12263302,https://doi.org/10.1111/1523-1747.ep12263302,0.85100000,108.06874826,skin source type=Cadaver; skin source site=abdomen; used layer=epidermis; skin preparation=heat separation; storage temperature (°C)=4; storage duration (days)=28; neat=0; donor/skin surface temperature (°C)=32; donor pH=9.7; donor type=Borate buffer; acceptor temperature (°C)=32; acceptor pH=unknown; acceptor type=NaCl solution; cell type=Glass diffusion cell
54,"2,4-Dichlorophenol",Clc1ccc(c(c1)Cl)O,Oc1ccc(Cl)cc1Cl,-5.06500000,-4.71793829,0.34706171,0.34706171,True,unknown,abdomen,epidermis,prepared with NaBr solution,-80,unknown,0,unknown,unknown,"NaCl, sodium azide",unknown,unknown,unknown,unknown,"Buist, 2010",10.1016/j.yrtph.2010.02.008,https://doi.org/10.1016/j.yrtph.2010.02.008,2.69900000,161.96392011,"skin source type=unknown; skin source site=abdomen; used layer=epidermis; skin preparation=prepared with NaBr solution; storage temperature (°C)=-80; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=unknown; donor type=NaCl, sodium azide; acceptor temperature (°C)=unknown; acceptor pH=unknown; acceptor type=unknown; cell type=unknown"
55,Acetic acid,CC(=O)O,CC(=O)O,-6.07900000,-6.35939149,-0.28039149,0.28039149,True,unknown,abdomen,epidermis,prepared with NaBr solution,-80,unknown,0,unknown,unknown,"NaCl, sodium azide",unknown,unknown,unknown,unknown,"Buist, 2010",10.1016/j.yrtph.2010.02.008,https://doi.org/10.1016/j.yrtph.2010.02.008,0.09090000,60.02112937,"skin source type=unknown; skin source site=abdomen; used layer=epidermis; skin preparation=prepared with NaBr solution; storage temperature (°C)=-80; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=unknown; donor type=NaCl, sodium azide; acceptor temperature (°C)=unknown; acceptor pH=unknown; acceptor type=unknown; cell type=unknown"
56,Benzoic acid,OC(=O)c1ccccc1,O=C(O)c1ccccc1,-5.67500000,-5.40451798,0.27048202,0.27048202,True,unknown,abdomen,epidermis,prepared with NaBr solution,-80,unknown,0,unknown,unknown,"NaCl, sodium azide",unknown,unknown,unknown,unknown,"Buist, 2010",10.1016/j.yrtph.2010.02.008,https://doi.org/10.1016/j.yrtph.2010.02.008,1.38480000,122.03677943,"skin source type=unknown; skin source site=abdomen; used layer=epidermis; skin preparation=prepared with NaBr solution; storage temperature (°C)=-80; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=unknown; donor type=NaCl, sodium azide; acceptor temperature (°C)=unknown; acceptor pH=unknown; acceptor type=unknown; cell type=unknown"
57,Bis(2-ethylhexyl)phthalate,CCCCC(COC(=O)c1ccccc1C(=O)OCC(CCCC)CC)CC,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,-7.65300000,-7.37165980,0.28134020,0.28134020,True,unknown,abdomen,epidermis,prepared with NaBr solution,-80,unknown,0,unknown,unknown,"NaCl, sodium azide",unknown,unknown,unknown,unknown,"Buist, 2010",10.1016/j.yrtph.2010.02.008,https://doi.org/10.1016/j.yrtph.2010.02.008,6.43300000,390.27700970,"skin source type=unknown; skin source site=abdomen; used layer=epidermis; skin preparation=prepared with NaBr solution; storage temperature (°C)=-80; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=unknown; donor type=NaCl, sodium azide; acceptor temperature (°C)=unknown; acceptor pH=unknown; acceptor type=unknown; cell type=unknown"
58,Butoxyethanol,CCCCOC(O)C,CCCCOC(C)O,-6.00000000,-5.78737537,0.21262463,0.21262463,True,unknown,abdomen,epidermis,prepared with NaBr solution,-80,unknown,0,unknown,unknown,"NaCl, sodium azide",unknown,unknown,unknown,unknown,"Buist, 2010",10.1016/j.yrtph.2010.02.008,https://doi.org/10.1016/j.yrtph.2010.02.008,1.14140000,118.09937969,"skin source type=unknown; skin source site=abdomen; used layer=epidermis; skin preparation=prepared with NaBr solution; storage temperature (°C)=-80; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=unknown; donor type=NaCl, sodium azide; acceptor temperature (°C)=unknown; acceptor pH=unknown; acceptor type=unknown; cell type=unknown"
59,Cortisone,OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)CC(=O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,-7.38000000,-7.39868215,-0.01868215,0.01868215,True,unknown,abdomen,epidermis,prepared with NaBr solution,-80,unknown,0,unknown,unknown,"NaCl, sodium azide",unknown,unknown,unknown,unknown,"Buist, 2010",10.1016/j.yrtph.2010.02.008,https://doi.org/10.1016/j.yrtph.2010.02.008,1.98980000,360.19367400,"skin source type=unknown; skin source site=abdomen; used layer=epidermis; skin preparation=prepared with NaBr solution; storage temperature (°C)=-80; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=unknown; donor type=NaCl, sodium azide; acceptor temperature (°C)=unknown; acceptor pH=unknown; acceptor type=unknown; cell type=unknown"
60,1-Decanol,CCCCCCCCCCO,CCCCCCCCCCO,-5.51500000,-5.06365753,0.45134247,0.45134247,True,unknown,abdomen,epidermis,prepared with NaBr solution,-80,unknown,0,unknown,unknown,"NaCl, sodium azide",unknown,unknown,unknown,unknown,"Buist, 2010",10.1016/j.yrtph.2010.02.008,https://doi.org/10.1016/j.yrtph.2010.02.008,3.11940000,158.16706532,"skin source type=unknown; skin source site=abdomen; used layer=epidermis; skin preparation=prepared with NaBr solution; storage temperature (°C)=-80; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=unknown; donor type=NaCl, sodium azide; acceptor temperature (°C)=unknown; acceptor pH=unknown; acceptor type=unknown; cell type=unknown"
61,Diazinon,CCOP(=S)(Oc1cc(C)nc(n1)C(C)C)OCC,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,-5.61700000,-5.67907871,-0.06207871,0.06207871,True,unknown,abdomen,epidermis,prepared with NaBr solution,-80,unknown,0,unknown,unknown,"NaCl, sodium azide",unknown,unknown,unknown,unknown,"Buist, 2010",10.1016/j.yrtph.2010.02.008,https://doi.org/10.1016/j.yrtph.2010.02.008,3.58472000,304.10105016,"skin source type=unknown; skin source site=abdomen; used layer=epidermis; skin preparation=prepared with NaBr solution; storage temperature (°C)=-80; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=unknown; donor type=NaCl, sodium azide; acceptor temperature (°C)=unknown; acceptor pH=unknown; acceptor type=unknown; cell type=unknown"
62,Ethacrynic acid,CCC(=C)C(=O)c1ccc(c(c1Cl)Cl)OCC(=O)O,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,-7.38000000,-7.19405858,0.18594142,0.18594142,True,unknown,abdomen,epidermis,prepared with NaBr solution,-80,unknown,0,unknown,unknown,"NaCl, sodium azide",unknown,unknown,unknown,unknown,"Buist, 2010",10.1016/j.yrtph.2010.02.008,https://doi.org/10.1016/j.yrtph.2010.02.008,3.60570000,302.01126422,"skin source type=unknown; skin source site=abdomen; used layer=epidermis; skin preparation=prepared with NaBr solution; storage temperature (°C)=-80; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=unknown; donor type=NaCl, sodium azide; acceptor temperature (°C)=unknown; acceptor pH=unknown; acceptor type=unknown; cell type=unknown"
63,Linolenic acid,CC/C=C/C/C=C/C/C=C/CCCCCCCC(=O)O,CC/C=C/C/C=C/C/C=C/CCCCCCCC(=O)O,-5.98800000,-6.12148904,-0.13348904,0.13348904,True,unknown,abdomen,epidermis,prepared with NaBr solution,-80,unknown,0,unknown,unknown,"NaCl, sodium azide",unknown,unknown,unknown,unknown,"Buist, 2010",10.1016/j.yrtph.2010.02.008,https://doi.org/10.1016/j.yrtph.2010.02.008,5.66050000,278.22458020,"skin source type=unknown; skin source site=abdomen; used layer=epidermis; skin preparation=prepared with NaBr solution; storage temperature (°C)=-80; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=unknown; donor type=NaCl, sodium azide; acceptor temperature (°C)=unknown; acceptor pH=unknown; acceptor type=unknown; cell type=unknown"
64,Octylparaben,CCCCCCCCOC(=O)c1ccc(cc1)O,CCCCCCCCOC(=O)c1ccc(O)cc1,-5.58800000,-5.50196152,0.08603848,0.08603848,True,unknown,abdomen,epidermis,prepared with NaBr solution,-80,unknown,0,unknown,unknown,"NaCl, sodium azide",unknown,unknown,unknown,unknown,"Buist, 2010",10.1016/j.yrtph.2010.02.008,https://doi.org/10.1016/j.yrtph.2010.02.008,3.90950000,250.15689456,"skin source type=unknown; skin source site=abdomen; used layer=epidermis; skin preparation=prepared with NaBr solution; storage temperature (°C)=-80; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=unknown; donor type=NaCl, sodium azide; acceptor temperature (°C)=unknown; acceptor pH=unknown; acceptor type=unknown; cell type=unknown"
65,Oleic acid,CCCCCCCC/C=CCCCCCCCC(=O)O,CCCCCCCCC=CCCCCCCCC(=O)O,-6.44200000,-6.44835935,-0.00635935,0.00635935,True,unknown,abdomen,epidermis,prepared with NaBr solution,-80,unknown,0,unknown,unknown,"NaCl, sodium azide",unknown,unknown,unknown,unknown,"Buist, 2010",10.1016/j.yrtph.2010.02.008,https://doi.org/10.1016/j.yrtph.2010.02.008,6.10850000,282.25588033,"skin source type=unknown; skin source site=abdomen; used layer=epidermis; skin preparation=prepared with NaBr solution; storage temperature (°C)=-80; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=unknown; donor type=NaCl, sodium azide; acceptor temperature (°C)=unknown; acceptor pH=unknown; acceptor type=unknown; cell type=unknown"
66,Propylparaben,CCCOC(=O)c1ccc(cc1)O,CCCOC(=O)c1ccc(O)cc1,-5.41000000,-5.07893613,0.33106387,0.33106387,True,unknown,abdomen,epidermis,prepared with NaBr solution,-80,unknown,0,unknown,unknown,"NaCl, sodium azide",unknown,unknown,unknown,unknown,"Buist, 2010",10.1016/j.yrtph.2010.02.008,https://doi.org/10.1016/j.yrtph.2010.02.008,1.95900000,180.07864424,"skin source type=unknown; skin source site=abdomen; used layer=epidermis; skin preparation=prepared with NaBr solution; storage temperature (°C)=-80; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=unknown; donor type=NaCl, sodium azide; acceptor temperature (°C)=unknown; acceptor pH=unknown; acceptor type=unknown; cell type=unknown"
67,Salicylic acid,OC(=O)c1ccccc1O,O=C(O)c1ccccc1O,-6.58800000,-5.82096715,0.76703285,0.76703285,False,unknown,abdomen,epidermis,prepared with NaBr solution,-80,unknown,0,unknown,unknown,"NaCl, sodium azide",unknown,unknown,unknown,unknown,"Buist, 2010",10.1016/j.yrtph.2010.02.008,https://doi.org/10.1016/j.yrtph.2010.02.008,1.09040000,138.03169405,"skin source type=unknown; skin source site=abdomen; used layer=epidermis; skin preparation=prepared with NaBr solution; storage temperature (°C)=-80; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=unknown; donor type=NaCl, sodium azide; acceptor temperature (°C)=unknown; acceptor pH=unknown; acceptor type=unknown; cell type=unknown"
68,Testosterone,O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C)C,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,-5.67000000,-5.81502394,-0.14502394,0.14502394,True,unknown,abdomen,epidermis,prepared with NaBr solution,-80,unknown,0,unknown,unknown,"NaCl, sodium azide",unknown,unknown,unknown,unknown,"Buist, 2010",10.1016/j.yrtph.2010.02.008,https://doi.org/10.1016/j.yrtph.2010.02.008,3.87920000,288.20893014,"skin source type=unknown; skin source site=abdomen; used layer=epidermis; skin preparation=prepared with NaBr solution; storage temperature (°C)=-80; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=unknown; donor type=NaCl, sodium azide; acceptor temperature (°C)=unknown; acceptor pH=unknown; acceptor type=unknown; cell type=unknown"
